Erhebungsmonat;Preissubsystem;Schemanummer;PMS;EP;Laufnummer;Preis_T;Menge_T;Preis_VPK;Menge_VPK;BC;Aktionscode;Ausverkauf;Text;Artikelnummer;Sonderpreis;Fehlende_Preise_R;BemerkungenMitHistorie;Tablet_Informationen;Preis_vor_Reduktion;Menge_vor_Reduktion;Ist_Preisreihe_zu_beenden;"DynamischesFeld1;DynamischesFeld2;DynamischesFeld3;DynamischesFeld4;DynamischesFeld5"
01.12.2016;2;0;13116;5124;7;140.95;1;;;;0;0;Tisch- und Raclettegrill;1180768;0;R;;zeitPos=1|sortNr=27;140.95;1;0;"Koenig;8;;;"
01.12.2016;2;0;13116;5124;8;55.95;1;;;;0;0;Tisch- und Raclettegrill;1526508;0;;Preis verifiziert;zeitPos=1|sortNr=24;55.95;1;0;"Koenig;8;;;"
01.12.2016;2;0;13116;5124;9;100.95;1;;;;0;0;Tisch- und Raclettegrill;6470210;0;;;zeitPos=1|sortNr=25;100.95;1;0;"Stoeckli;4;;;"
01.12.2016;2;0;13116;5127;6;90.95;1;;;;0;0;Heizapparate;1223337;0;;Preis von Personal bestätigt;zeitPos=1|sortNr=9;90.95;1;0;"Stadler Form;2000;;;"
01.12.2016;2;0;13116;5127;7;60.95;1;;;;0;0;Heizapparate;1418300;0;;Preis verifiziert;zeitPos=1|sortNr=26;60.95;1;0;"Koenig;2 Stufen (99 W und 1800 W);;;"
01.12.2016;2;0;13116;5127;8;70.95;1;;;;0;0;Heizapparate;1542633;0;;;zeitPos=1|sortNr=11;70.95;1;0;"Stadler Form;1200;;;"
01.12.2016;2;0;13116;5129;7;145.95;1;;;;0;0;Luftbefeuchter;1152170;0;R;;zeitPos=1|sortNr=12;145.95;1;0;"Stadler Form;-;;;"
01.12.2016;2;0;13116;5129;9;360.95;1;;;;0;0;Luftbefeuchter;;0;;in diessr Preisklasse kein Ersatz möglich | Produkt nun im Sortiment;zeitPos=1|sortNr=15;360.95;1;0;"Venta;8;;;"
01.12.2016;2;0;13116;5129;10;330.95;1;;;;0;0;Luftbefeuchter;;0;;;zeitPos=1|sortNr=13;330.95;1;0;"Philips;29;;;"
01.12.2016;2;0;13116;5131;1;250.95;1;;;;0;0;Staubsauger;1672755;0;;;zeitPos=1|sortNr=16;250.95;1;0;"Miele;1600;mit Beutel;;"
01.12.2016;2;0;13116;5131;5;300.95;1;;;;0;0;Staubsauger;1486592;0;;;zeitPos=1|sortNr=17;300.95;1;0;"Philips;650;mit Beutel;;"
01.12.2016;2;0;13116;5131;6;380.95;1;;;;0;0;Staubsauger;1501014;0;;;zeitPos=1|sortNr=18;380.95;1;0;"Electrolux;230;mi Beutel;;"
01.12.2016;2;0;13116;5131;7;270.95;1;;;;0;0;Staubsauger;1568379;0;;;zeitPos=1|sortNr=19;270.95;1;0;"Rowenta;750;mit;;"
01.12.2016;2;0;13116;5132;1;320.95;1;;;;1;0;Multifunktions-Küchenmaschine;1369076;0;R;;zeitPos=1|sortNr=7;480.95;1;0;"Krups;Mixer;;;"
01.12.2016;2;0;13116;5132;2;778;1;;;;1;0;Multifunktions-Küchenmaschine;1418437;0;;;zeitPos=1|sortNr=5;900;1;0;"Kitchenaid;Mixer;;;"
01.12.2016;2;0;13116;5132;3;550;1;;;;0;0;Multifunktions-Küchenmaschine;1600512;0;;;zeitPos=1|sortNr=6;550;1;0;"WMF;Mixer;;;"
01.12.2016;2;0;13116;5134;1;30.95;1;;;;1;0;Wasserkocher;1036151;0;;;zeitPos=1|sortNr=14;35.95;1;0;";;;;"
01.12.2016;2;0;13116;5134;2;55.95;1;;;;0;0;Wasserkocher;1219063;0;RR;;zeitPos=1|sortNr=8;55.95;1;0;";;;;"
01.12.2016;2;0;13116;5134;3;45.95;1;;;;0;0;Wasserkocher;1216901;0;R;;zeitPos=1|sortNr=10;45.95;1;0;";;;;"
01.12.2016;2;0;14010;3007;1;300;1;;;;0;0;Winterjacke, Herren;1180918719;0;;;zeitPos=1|sortNr=35;300;1;0;"strellson;100% polyamid;.;;"
01.12.2016;2;0;14010;3007;2;280;1;;;;0;0;Winterjacke, Herren;117174906;0;;;zeitPos=1|sortNr=29;280;1;0;"T. Hilfiger;100% Polyester;.;;"
01.12.2016;2;0;14010;3007;4;600;1;;;;0;0;Winterjacke, Herren;50320214;0;;;zeitPos=1|sortNr=53;600;1;0;"Boss;18% Polyurethan, 2% elasthan;80% BW;;"
01.12.2016;2;0;14010;3010;2;500;1;;;;0;0;Business-Veston, Herren;117101928;0;;;zeitPos=1|sortNr=43;500;1;0;"T. Hilfiger;100% Wolle;.;;"
01.12.2016;2;0;14010;3010;3;350;1;;;;0;0;Business-Veston, Herren;q068236001;0;;;zeitPos=1|sortNr=42;350;1;0;"Yves Gerard;97% Wolle;3% elasthan;;"
01.12.2016;2;0;14010;3010;4;580;1;;;;0;0;Business-Veston, Herren;50318498;0;;;zeitPos=1|sortNr=51;580;1;0;"Boss;100% Schurwolle;.;;"
01.12.2016;2;0;14010;3016;1;600;1;;;;0;0;Ganzjahresanzug, 2-teilig, Herren;1092669814;0;;;zeitPos=1|sortNr=48;600;1;0;"Strellson;100% wolle;.;;"
01.12.2016;2;0;14010;3016;2;600;1;;;;0;0;Ganzjahresanzug, 2-teilig, Herren;1172073103;0;;;zeitPos=1|sortNr=44;600;1;0;"Hilfiger;75% wolle;25% seide;;"
01.12.2016;2;0;14010;3016;3;850;1;;;;0;0;Ganzjahresanzug, 2-teilig, Herren;10148970;0;;;zeitPos=1|sortNr=52;850;1;0;"Boss;100% Wolle;.;;"
01.12.2016;2;0;14010;3021;1;150;1;;;;0;0;Business-Hose, Herren;1068236611;0;;;zeitPos=1|sortNr=41;150;1;0;"yves gerard;97% Wolle;3% elathan;;"
01.12.2016;2;0;14010;3021;2;220;1;;;;0;0;Business-Hose, Herren;50318825;0;;;zeitPos=1|sortNr=50;220;1;0;"Boss;100% Wolle;.;;"
01.12.2016;2;0;14010;3022;2;180;1;;;;0;0;Freizeit-Hose (casual), Herren;1170950912;0;;;zeitPos=1|sortNr=28;180;1;0;"Tommy Hilfiger;100% BW;.;;"
01.12.2016;2;0;14010;3022;3;150;1;;;;0;0;Freizeit-Hose (casual), Herren;47503;0;;;zeitPos=1|sortNr=36;150;1;0;"Dockers;100% BW;.;;"
01.12.2016;2;0;14010;3022;4;150;1;;;;0;0;Freizeit-Hose (casual), Herren;1171251101;0;;;zeitPos=1|sortNr=37;150;1;0;"BRAX;96% BW;4% elastan;;"
01.12.2016;2;0;14010;3022;5;170;1;;;;0;0;Freizeit-Hose (casual), Herren;a20pe04bcr334a3629;0;;;zeitPos=1|sortNr=38;170;1;0;"Marc O' Polo;100% BW;.;;"
01.12.2016;2;0;14010;3023;1;130;1;;;;0;0;Jeans, Herren;501.13.07;0;;;zeitPos=1|sortNr=55;130;1;0;"Levis  501;100% BW;.;;"
01.12.2016;2;0;14010;3023;2;170;1;;;;0;0;Jeans, Herren;50302743;0;;;zeitPos=1|sortNr=49;170;1;0;"Boss;98% BW;2% elastan;;"
01.12.2016;2;0;14010;3028;1;90.9;1;;;;0;0;Hemd, langarm, Herren;1002964960;0;;;zeitPos=1|sortNr=19;90.9;1;0;"Yves Gerard;100% BW;.;;"
01.12.2016;2;0;14010;3028;3;120;1;;;;0;0;Hemd, langarm, Herren;1171112313;0;;;zeitPos=1|sortNr=45;120;1;0;"strellson;100% BW;.;;"
01.12.2016;2;0;14010;3034;1;100.9;1;;;;0;0;Winterpullover, Herren;11715038113;0;;;zeitPos=1|sortNr=25;100.9;1;0;"W + P;100% Wolle;.;Rund;"
01.12.2016;2;0;14010;3034;5;140;1;;;;0;0;Winterpullover, Herren;1171751516;0;;;zeitPos=1|sortNr=30;140;1;0;"Hilfiger;80% BW;20% seide;V-Ausschnitt;"
01.12.2016;2;0;14010;3034;6;170;1;;;;0;0;Winterpullover, Herren;1170892221;0;;;zeitPos=1|sortNr=40;170;1;0;"Gant;.;100% Wolle;v-ausschnitt;"
01.12.2016;2;0;14010;3035;2;130;1;;;;0;0;Sweatshirt, Herren;1108429305;0;;;zeitPos=1|sortNr=64;130;1;0;"scotch & soda;100% BW;.;;"
01.12.2016;2;0;14010;3035;3;120;1;;;;0;0;Sweatshirt, Herren;1108429506;0;;;zeitPos=1|sortNr=56;120;1;0;"Scotch & Soda;80% BW;20% Polyester;;"
01.12.2016;2;0;14010;3035;6;130;1;;;;0;0;Sweatshirt, Herren;1170941306;0;;;zeitPos=1|sortNr=62;130;1;0;"Diesel;98% BW;2 % elastan;;"
01.12.2016;2;0;14010;3037;1;50.9;1;;;;0;0;T-Shirt, kurzarm, Herren;1170949727;0;;;zeitPos=1|sortNr=63;50.9;1;0;"Diesel;100% BW;.;;"
01.12.2016;2;0;14010;3037;2;50.9;1;;;;0;0;T-Shirt, kurzarm, Herren;22489;0;;;zeitPos=1|sortNr=60;50.9;1;0;"levis;100% BW;.;;"
01.12.2016;2;0;14010;3037;5;40.9;1;;;;0;0;T-Shirt, kurzarm, Herren;1106674503;0;;;zeitPos=1|sortNr=58;40.9;1;0;"Hilfiger Denim;100% BW;.;;"
01.12.2016;2;0;14010;3038;1;260;1;;;;0;0;Strickjacke, Herren;117091012;0;;;zeitPos=1|sortNr=39;260;1;0;"Gant;100% BW;.;;"
01.12.2016;2;0;14010;3038;2;120;1;;;;0;0;Strickjacke, Herren;1171241216;0;;;zeitPos=1|sortNr=26;120;1;0;"Warren & Parker;100% BW;.;;"
01.12.2016;2;0;14010;3039;1;100.9;1;;;;0;0;T-Shirt, langarm, Herren;1171417706;0;;;zeitPos=1|sortNr=57;100.9;1;0;"scotch & soda;100% BW;.;;"
01.12.2016;2;0;14010;3039;2;60;1;;;;0;0;T-Shirt, langarm, Herren;5028332;0;;;zeitPos=1|sortNr=61;60;1;0;"BOSS ORANGE;100% BW;.;;"
01.12.2016;2;0;14010;3039;3;70.9;1;;;;0;0;T-Shirt, langarm, Herren;1090221880;0;;;zeitPos=1|sortNr=59;70.9;1;0;"G Star;60% BW;40% polysster;;"
01.12.2016;2;0;14010;3043;1;20.9;1;;;;0;0;Socken, Herren;10-024/1;0;;;zeitPos=1|sortNr=11;20.9;1;0;"Rohner   SuperR;73% BW;22% Polyamid / 5% Elasthan;;"
01.12.2016;2;0;14010;3043;2;16;1;;;;0;0;Socken, Herren;21015;0;;;zeitPos=1|sortNr=12;16;1;0;"Burlington;98% BW;2% elastan;;"
01.12.2016;2;0;14010;3044;2;25.9;1;;;;0;0;Slip, Herren;1009600105;0;;;zeitPos=1|sortNr=13;25.9;1;0;"Schiesser Micro;30% BW;60% M0dal / 10% Elastan;;"
01.12.2016;2;0;14010;3044;3;25.9;1;;;;0;0;Slip, Herren;21660;0;;;zeitPos=1|sortNr=15;25.9;1;0;"Calida;94% BW;6% elastan;;"
01.12.2016;2;0;14010;3045;1;17.9;1;;;;0;0;Trägerleibchen, Herren;2127;0;;;zeitPos=1|sortNr=16;17.9;1;0;"Jockey Cotton comfort;100% BW;.;;"
01.12.2016;2;0;14010;3045;2;30.9;1;;;;0;0;Trägerleibchen, Herren;223625;0;;;zeitPos=1|sortNr=17;30.9;1;0;"Schiesser;90% BW;10% elasan;;"
01.12.2016;2;0;14010;3046;3;100.9;1;;;;0;0;Pyjama, lang, Herren;542014;0;;;zeitPos=1|sortNr=14;100.9;1;0;"Jockey;100% BW;.;;"
01.12.2016;2;0;14010;3184;2;60.9;1;;;;0;0;Gürtel;1064862710;0;;;zeitPos=1|sortNr=31;60.9;1;0;"Yves Gerard;div.;;;"
01.12.2016;2;0;14010;3184;3;96;1;;;;0;0;Gürtel;52092247;0;;;zeitPos=1|sortNr=47;96;1;0;"Boss;div.;;;"
01.12.2016;2;0;14010;3185;3;80.9;1;;;;0;0;Schal und Krawatte;1106689309;0;;;zeitPos=1|sortNr=18;80.9;1;0;"Yves Gerard;100% Seide;.;Krawatte;"
01.12.2016;2;0;14010;3185;4;100;1;;;;0;0;Schal und Krawatte;50324244;0;;;zeitPos=1|sortNr=46;100;1;0;"Boss;100% Seide;.;Krawatte;"
01.12.2016;2;0;14010;3187;1;130;1;;;;0;0;Wollschal, Mütze und Handschuhe;1172480600;0;;;zeitPos=1|sortNr=24;130;1;0;".;100% Kaschmir;.;Halstuch;"
01.12.2016;2;0;14010;3187;2;80.9;1;;;;0;0;Wollschal, Mütze und Handschuhe;1170968910;0;;;zeitPos=1|sortNr=27;80.9;1;0;"strellson;leder;.;Handschuhe;"
01.12.2016;2;0;14010;3221;1;100.9;1;;;;0;0;Hausschuhe, Herren;1175382009;0;;;zeitPos=1|sortNr=2;100.9;1;0;"warren und parker;leder;leder;;"
01.12.2016;2;0;14010;3221;2;150;1;;;;0;0;Hausschuhe, Herren;1175361904;0;;;zeitPos=1|sortNr=1;150;1;0;"warren uns parker;leder;leder;;"
01.12.2016;2;0;14010;3222;1;150;1;;;;0;0;Sneakers, Herren;1173385516;0;;;zeitPos=1|sortNr=8;150;1;0;"Tommy Hilfiger;Leder;Textil;;"
01.12.2016;2;0;14010;3222;2;180;1;;;;0;0;Sneakers, Herren;1175165821;0;;;zeitPos=1|sortNr=10;180;1;0;"Marc O'Polo;leder;textil;;"
01.12.2016;2;0;14010;3223;1;200;1;;;;0;0;Strassenschuhe, business, Herren;1175560327;0;;;zeitPos=1|sortNr=9;200;1;0;"yves gerard;Leder;Leder;;"
01.12.2016;2;0;14010;3223;2;200;1;;;;0;0;Strassenschuhe, business, Herren;1109867121;0;;;zeitPos=1|sortNr=5;200;1;0;"yves gerard;Leder;leder;;"
01.12.2016;2;0;14010;3223;3;200;1;;;;0;0;Strassenschuhe, business, Herren;1178853409;0;;;zeitPos=1|sortNr=3;200;1;0;"Belmondo;Leder;Leder;;"
01.12.2016;2;0;14010;3261;1;250;1;;;;0;0;Stifeletten, Herren;1173396315;0;;;zeitPos=1|sortNr=6;250;1;0;"Tommy Hilfiger;Leder;textil;Boots;"
01.12.2016;2;0;14010;3261;2;250;1;;;;0;0;Stifeletten, Herren;1175561528;0;;;zeitPos=1|sortNr=4;250;1;0;"warren & parker;leder;leder;stiefelette;"
01.12.2016;2;0;14010;3261;3;230;1;;;;0;0;Stifeletten, Herren;1175166215;0;;;zeitPos=1|sortNr=7;230;1;0;"Marco O Polo;leder;fell;boots;"
01.12.2016;2;0;14010;12176;1;100.9;1;;;;0;0;Portemonnaie;1094656801;0;;;zeitPos=1|sortNr=23;100.9;1;0;";;;;"
01.12.2016;2;0;14010;12176;3;40.9;1;;;;0;0;Portemonnaie;2018925;0;;;zeitPos=1|sortNr=22;40.9;1;0;";;;;"
01.12.2016;2;0;14010;12177;1;200;1;;;;0;0;Umhängetasche, Unisex/Herren;33039488;0;;;zeitPos=1|sortNr=21;200;1;0;";;;;"
01.12.2016;2;0;14010;12177;2;250;1;;;;0;0;Umhängetasche, Unisex/Herren;1106159401;0;;;zeitPos=1|sortNr=20;250;1;0;";;;;"
01.12.2016;2;0;14010;12189;4;170;1;;;;0;0;Sonnenbrille;1105597502;0;;;zeitPos=1|sortNr=54;170;1;0;";;;;"
01.12.2016;2;0;14069;3044;1;25.9;1;;;;0;0;Slip, Herren;;0;;;zeitPos=1|sortNr=1;25.9;1;0;"Calida;94 % Baumwolle;6 % Elastan;;"
01.12.2016;2;0;14069;3045;1;20.9;1;;;;0;0;Trägerleibchen, Herren;;0;;;zeitPos=1|sortNr=2;20.9;1;0;"Calida;100 % Baumwolle;-;;"
01.12.2016;2;0;14069;3046;1;100;1;;;;0;0;Pyjama, lang, Herren;;0;;;zeitPos=1|sortNr=5;100;1;0;"Calida;100 % Baumwolle;-;;"
01.12.2016;2;0;14069;3109;1;20.9;1;;;;0;0;Slip, Damen;;0;;;zeitPos=1|sortNr=4;20.9;1;0;"Calida;100 % Baumwolle;-;;"
01.12.2016;2;0;14069;3110;2;65.9;1;;;;0;0;Büstenhalter, Damen;;0;;;zeitPos=1|sortNr=6;65.9;1;0;"Calida;90 % Polyamide;10 % Elastane;;"
01.12.2016;2;0;14069;3110;5;70.9;1;;;;0;0;Büstenhalter, Damen;;0;;;zeitPos=1|sortNr=7;70.9;1;0;"Calida;90 % Polyamide;10 % Elastane;;"
01.12.2016;2;0;14069;3111;1;25.9;1;;;;0;0;Unterhemd, Baumwolle, Damen;;0;;;zeitPos=1|sortNr=3;25.9;1;0;"Calida;100 % Baumwolle;-;;"
01.12.2016;2;0;14069;3112;3;80.9;1;;;;0;0;Pyjama, lang, Damen;;0;;;zeitPos=1|sortNr=8;80.9;1;0;"Calida;1;-;;"
01.12.2016;2;0;14071;3007;1;180.95;1;;;;0;0;Winterjacke, Herren;;0;;;zeitPos=1|sortNr=29;180.95;1;0;"WE;100% Polyamid;.;;"
01.12.2016;2;0;14071;3007;3;250.95;1;;;;0;0;Winterjacke, Herren;;0;;;zeitPos=1|sortNr=27;250.95;1;0;"WE Smart;31 polyest;60 wolle;;"
01.12.2016;2;0;14071;3007;4;250.95;1;;;;0;0;Winterjacke, Herren;;0;;;zeitPos=1|sortNr=30;250.95;1;0;"we;60 wolle;31 polyest;;"
01.12.2016;2;0;14071;3010;1;200.95;1;;;;0;0;Business-Veston, Herren;;0;;;zeitPos=1|sortNr=21;200.95;1;0;"WE;60 Wolle;38 Polyester;;"
01.12.2016;2;0;14071;3010;2;150.95;1;;;;0;0;Business-Veston, Herren;;0;;;zeitPos=1|sortNr=17;150.95;1;0;"NOS;68 % polyester;32% visc;;"
01.12.2016;2;0;14071;3010;3;250.95;1;;;;0;0;Business-Veston, Herren;;0;;;zeitPos=1|sortNr=19;250.95;1;0;"WE;50 wolle;50 polyester;;"
01.12.2016;2;0;14071;3021;1;100.95;1;;;;0;0;Business-Hose, Herren;;0;;;zeitPos=1|sortNr=23;100.95;1;0;"WE;45 Wolle;55 polyester;;"
01.12.2016;2;0;14071;3021;2;80.95;1;;;;0;0;Business-Hose, Herren;;0;;;zeitPos=1|sortNr=25;80.95;1;0;"WE;68 polyester;32 visc;;"
01.12.2016;2;0;14071;3022;1;90.95;1;;;;0;0;Freizeit-Hose (casual), Herren;;0;;;zeitPos=1|sortNr=28;90.95;1;0;"WE;100 BW;.;;"
01.12.2016;2;0;14071;3022;2;80.95;1;;;;0;0;Freizeit-Hose (casual), Herren;;0;;;zeitPos=1|sortNr=33;80.95;1;0;"WE;100 bw;-;;"
01.12.2016;2;0;14071;3022;3;106;2;;;;1;0;Freizeit-Hose (casual), Herren;;0;;;zeitPos=1|sortNr=32;70.95;1;0;"we;100 bw;-;;"
01.12.2016;2;0;14071;3022;4;136;2;;;;1;0;Freizeit-Hose (casual), Herren;;0;;;zeitPos=1|sortNr=31;90.95;1;0;"we;100 bw;-;;"
01.12.2016;2;0;14071;3023;1;80.95;1;;;;0;0;Jeans, Herren;;0;;;zeitPos=1|sortNr=22;80.95;1;0;"WE;BW;.;;"
01.12.2016;2;0;14071;3023;2;90.95;1;;;;0;0;Jeans, Herren;;0;;;zeitPos=1|sortNr=34;90.95;1;0;"Blue ridge;100 BW;.;;"
01.12.2016;2;0;14071;3028;1;50.95;1;;;;0;0;Hemd, langarm, Herren;;0;;;zeitPos=1|sortNr=35;50.95;1;0;"WE;100% BW;.;;"
01.12.2016;2;0;14071;3028;2;50.95;1;;;;0;0;Hemd, langarm, Herren;;0;;;zeitPos=1|sortNr=36;50.95;1;0;"Fundamental;97 BW;3 Spandex;;"
01.12.2016;2;0;14071;3034;1;70.9;1;;;;0;0;Winterpullover, Herren;;0;;;zeitPos=1|sortNr=44;70.9;1;0;"WE;100 % Merino-Wolle;-;v;"
01.12.2016;2;0;14071;3034;2;50.95;1;;;;0;0;Winterpullover, Herren;;0;;;zeitPos=1|sortNr=51;50.95;1;0;"WE;77 % Baumwolle;23 % Polyamid;v ausschnitt;"
01.12.2016;2;0;14071;3034;3;50.95;1;;;;0;0;Winterpullover, Herren;;0;;;zeitPos=1|sortNr=54;50.95;1;0;"WE;68 bw;32 polyest;schalkragen;"
01.12.2016;2;0;14071;3035;1;60.9;1;;;;0;0;Sweatshirt, Herren;;0;;;zeitPos=1|sortNr=40;60.9;1;0;"WE;100 % coton;.;;"
01.12.2016;2;0;14071;3035;2;80.95;1;;;;0;0;Sweatshirt, Herren;;0;;;zeitPos=1|sortNr=46;80.95;1;0;"WE;100 BW;-;;"
01.12.2016;2;0;14071;3035;3;80.95;1;;;;0;0;Sweatshirt, Herren;;0;;;zeitPos=1|sortNr=49;80.95;1;0;"WE;70 polyest;30 bw;;"
01.12.2016;2;0;14071;3037;1;25.95;1;;;;0;0;T-Shirt, kurzarm, Herren;;0;;;zeitPos=1|sortNr=37;25.95;1;0;"WE;100 % BW;.;;"
01.12.2016;2;0;14071;3037;2;25.95;1;;;;0;0;T-Shirt, kurzarm, Herren;;0;;;zeitPos=1|sortNr=39;25.95;1;0;"we;100 BW;-;;"
01.12.2016;2;0;14071;3037;3;30.95;1;;;;0;0;T-Shirt, kurzarm, Herren;;0;;;zeitPos=1|sortNr=38;30.95;1;0;"WE;100 bw;-;;"
01.12.2016;2;0;14071;3038;1;80.95;1;;;;0;0;Strickjacke, Herren;;0;R;;zeitPos=1|sortNr=10;80.95;1;0;"we;100 bw;-;;"
01.12.2016;2;0;14071;3038;2;57;1;;;;1;0;Strickjacke, Herren;;0;;;zeitPos=1|sortNr=8;70.95;1;0;"we;100 bw;-;;"
01.12.2016;2;0;14071;3039;1;30.95;1;;;;0;0;T-Shirt, langarm, Herren;;0;;;zeitPos=1|sortNr=5;30.95;1;0;"we;100 bw;-;;"
01.12.2016;2;0;14071;3039;2;29;1;;;;1;0;T-Shirt, langarm, Herren;;0;;;zeitPos=1|sortNr=6;35.95;1;0;"We;100 bw;-;;"
01.12.2016;2;0;14071;3039;3;30.95;1;;;;0;0;T-Shirt, langarm, Herren;;0;;;zeitPos=1|sortNr=1;30.95;1;0;"we;100 bw;-;;"
01.12.2016;2;0;14071;3043;1;12.95;3;;;;0;0;Socken, Herren;;0;;;zeitPos=1|sortNr=41;12.95;3;0;"WE;Baumwolle;.;;"
01.12.2016;2;0;14071;3043;2;6.95;1;;;;0;0;Socken, Herren;;0;;;zeitPos=1|sortNr=42;6.95;1;0;"we;80 bw;18 polyamid;;"
01.12.2016;2;0;14071;3044;1;25.95;2;;;;0;0;Slip, Herren;;0;;;zeitPos=1|sortNr=43;25.95;2;0;"WE;BW;.;;"
01.12.2016;2;0;14071;3044;2;25.95;1;;;;0;0;Slip, Herren;;0;;;zeitPos=1|sortNr=45;25.95;1;0;"we;95 bw;5 elast;;"
01.12.2016;2;0;14071;3045;1;25.95;2;;;;0;0;Trägerleibchen, Herren;;0;;;zeitPos=1|sortNr=47;25.95;2;0;"WE;100% BW;.;;"
01.12.2016;2;0;14071;3129;1;75.95;1;;;;0;0;Winterjacke, Kinder;;0;;;zeitPos=1|sortNr=13;75.95;1;0;"WE;100 polyest;-;;"
01.12.2016;2;0;14071;3129;2;75.95;1;;;;0;0;Winterjacke, Kinder;;0;;;zeitPos=1|sortNr=15;75.95;1;0;"WE;100 polyest;-;;"
01.12.2016;2;0;14071;3129;3;85.95;1;;;;0;0;Winterjacke, Kinder;;0;;;zeitPos=1|sortNr=18;85.95;1;0;"WE;k.a.;-;;"
01.12.2016;2;0;14071;3129;4;70.95;1;;;;0;0;Winterjacke, Kinder;;0;;;zeitPos=1|sortNr=20;70.95;1;0;"WE;100 polyester;-;;"
01.12.2016;2;0;14071;3135;1;50.95;1;;;;0;0;Hose, Ganzjahr, Kinder;;0;;;zeitPos=1|sortNr=74;50.95;1;0;"WE;90 bw;9 polyest, 1 elast;;"
01.12.2016;2;0;14071;3135;2;55.95;1;;;;0;0;Hose, Ganzjahr, Kinder;;0;;;zeitPos=1|sortNr=53;55.95;1;0;"WE;100 bw;-;;"
01.12.2016;2;0;14071;3135;3;35.95;1;;;;0;0;Hose, Ganzjahr, Kinder;;0;;;zeitPos=1|sortNr=52;35.95;1;0;"WE;100 bw;-;;"
01.12.2016;2;0;14071;3135;4;45.95;1;;;;0;0;Hose, Ganzjahr, Kinder;;0;;;zeitPos=1|sortNr=59;45.95;1;0;"we;98 bw;2 elast;;"
01.12.2016;2;0;14071;3136;1;45.95;1;;;;0;0;Jeans, Kinder;;0;;;zeitPos=1|sortNr=60;45.95;1;0;"WE;100 bw;-;;"
01.12.2016;2;0;14071;3136;2;45.95;1;;;;0;0;Jeans, Kinder;;0;;;zeitPos=1|sortNr=67;45.95;1;0;"WE;98 bw;2 elast;;"
01.12.2016;2;0;14071;3136;3;45.95;1;;;;0;0;Jeans, Kinder;;0;;;zeitPos=1|sortNr=66;45.95;1;0;"WE;99 bw;1 elast;;"
01.12.2016;2;0;14071;3136;4;45.95;1;;;;0;0;Jeans, Kinder;;0;;;zeitPos=1|sortNr=65;45.95;1;0;"WE;100 bw;-;;"
01.12.2016;2;0;14071;3137;1;28.95;1;;;;0;0;Jupe, Ganzjahr, Kinder;;0;;;zeitPos=1|sortNr=2;28.95;1;0;"we;74 polyest;26 bw;mini;gerade"
01.12.2016;2;0;14071;3142;1;30.95;1;;;;0;0;Winterpullover, Kinder;;0;;;zeitPos=1|sortNr=81;30.95;1;0;"WE;100 bw;-;rund;"
01.12.2016;2;0;14071;3142;2;35.9;1;;;;0;0;Winterpullover, Kinder;;0;;;zeitPos=1|sortNr=80;35.9;1;0;"WE;58 bw;42 polyest;rund;"
01.12.2016;2;0;14071;3142;3;40.95;1;;;;0;0;Winterpullover, Kinder;;0;;;zeitPos=1|sortNr=79;40.95;1;0;"WE;100bw;-;schalkragen;"
01.12.2016;2;0;14071;3142;4;40.95;1;;;;0;0;Winterpullover, Kinder;;0;;;zeitPos=1|sortNr=77;40.95;1;0;"WE;100 bw;-;rund;"
01.12.2016;2;0;14071;3143;1;35.95;1;;;;0;0;Sweatshirt, Kinder;;0;;;zeitPos=1|sortNr=83;35.95;1;0;"WE;100 bw;-;;"
01.12.2016;2;0;14071;3143;2;35.95;1;;;;0;0;Sweatshirt, Kinder;;0;;;zeitPos=1|sortNr=84;35.95;1;0;"WE;100 bw;-;;"
01.12.2016;2;0;14071;3143;3;30.95;1;;;;0;0;Sweatshirt, Kinder;;0;;;zeitPos=1|sortNr=82;30.95;1;0;"WE;100 bw;-;;"
01.12.2016;2;0;14071;3143;4;45.95;1;;;;0;0;Sweatshirt, Kinder;;0;;;zeitPos=1|sortNr=24;45.95;1;0;"WE;80 bw;20 polyest;;"
01.12.2016;2;0;14071;3144;1;25.95;1;;;;0;0;T-Shirt, kurzarm, Kinder;;0;;;zeitPos=1|sortNr=62;25.95;1;0;"we;100 bw;-;;"
01.12.2016;2;0;14071;3144;2;10.95;1;;;;0;0;T-Shirt, kurzarm, Kinder;;0;;;zeitPos=1|sortNr=61;10.95;1;0;"we;100 bw;-;;"
01.12.2016;2;0;14071;3144;3;25.95;1;;;;0;0;T-Shirt, kurzarm, Kinder;;0;;;zeitPos=1|sortNr=63;25.95;1;0;"we;100 bw;-;;"
01.12.2016;2;0;14071;3144;4;25.95;1;;;;0;0;T-Shirt, kurzarm, Kinder;;0;;;zeitPos=1|sortNr=14;25.95;1;0;"we;100 bw;-;;"
01.12.2016;2;0;14071;3145;1;28.95;1;;;;0;0;T-Shirt, langarm, Kinder;;0;;;zeitPos=1|sortNr=12;28.95;1;0;"we;100 bw;-;;"
01.12.2016;2;0;14071;3145;2;15.95;1;;;;0;0;T-Shirt, langarm, Kinder;;0;;;zeitPos=1|sortNr=11;15.95;1;0;"we;100 bw;-;;"
01.12.2016;2;0;14071;3145;3;23.95;1;;;;0;0;T-Shirt, langarm, Kinder;;0;;;zeitPos=1|sortNr=9;23.95;1;0;"we;100 bw;-;;"
