Schemanummer;Preiserhebungsort (PMS);Erhebungspositionsnummer;Laufnummer;Preis T;Menge T;Aktionscode;Ausverkauf;Datum (Preis gültig seit);Text;Artikelnummer;Basispreis;Basismenge;Sonderpreis;Fehlende Preise -R-;Bemerkungen;Tablet Informationen;Preis vor Reduktion;Menge vor Reduktion;Preisreihe ist zu beenden;Produktmerkmal 1;Produktmerkmal 2;Produktmerkmal 3;Produktmerkmal 4;Produktmerkmal 5
0;16025;5053;18;152.2000;1.000;1;0;01.09.2016;Hänge-, Wand- und Deckenlampen;4.952.210;190.0000;1.000;0;;20% auf das ganze Lichtsortiment. | 20% auf alle Pendellampen | 20% auf das gesamte Lichtsortiment;zeitPos=1|sortNr=1;190.0000;1.000;0;;;;;;
0;16025;5053;19;224.2000;1.000;1;0;01.09.2016;Hänge-, Wand- und Deckenlampen;5617582;280.0000;1.000;0;;;zeitPos=1|sortNr=2;280.0000;1.000;0;;;;;;
0;16025;5056;1;120.2000;1.000;1;0;01.11.2016;Tischlampe;4.956.764;150.0000;1.000;0;;;zeitPos=1|sortNr=5;150.0000;1.000;0;;;;;;
0;16025;5056;2;64.9000;1.000;1;0;01.11.2016;Tischlampe;3.461.356;80.9000;1.000;0;;;zeitPos=1|sortNr=3;80.9000;1.000;0;;;;;;
0;16025;5056;3;64.9000;1.000;1;0;01.11.2016;Tischlampe;4275930;80.9000;1.000;0;;;zeitPos=1|sortNr=4;80.9000;1.000;0;;;;;;
0;16025;5057;16;80.0000;1.000;1;0;01.11.2016;Stehlampe;3.888.219;150.0000;1.000;0;;;zeitPos=1|sortNr=10;150.0000;1.000;0;;;;;;
0;16025;5057;17;160.2000;1.000;1;0;01.11.2016;Stehlampe;3.807.444;180.0000;1.000;0;;;zeitPos=1|sortNr=8;200.0000;1.000;0;;;;;;
0;16025;5057;18;280.2000;1.000;1;0;01.11.2016;Stehlampe;4448415;350.0000;1.000;0;;;zeitPos=1|sortNr=9;350.0000;1.000;0;;;;;;
0;16025;5211;1;6.5500;1.000;1;0;01.11.2016;Verlängerungskabel und Steckdosenleiste;4.002292;6.8000;1.000;0;;;zeitPos=1|sortNr=12;7.9500;1.000;0;;;;;;
0;16025;5211;4;4.5000;1.000;1;0;01.11.2016;Verlängerungskabel und Steckdosenleiste;3.660.175;8.5000;1.000;0;;;zeitPos=1|sortNr=11;7.5000;1.000;0;;;;;;
0;16025;5212;1;31.3000;1.000;1;0;01.11.2016;Taschen- und Handlampen;3.805.563;40.9000;1.000;0;;;zeitPos=1|sortNr=13;38.9000;1.000;0;;;;;;
0;16025;5212;2;31.9000;1.000;1;0;01.11.2016;Taschen- und Handlampen;4.098.479;40.9000;1.000;0;;;zeitPos=1|sortNr=14;40.9000;1.000;0;;;;;;
0;16025;5213;1;8.7000;1.000;0;0;01.10.2016;Glühlampen, Leuchtstoffröhren;3.894.133;9.0000;1.000;0;;;zeitPos=1|sortNr=16;8.7000;1.000;0;;;;;;
0;16025;5213;2;7.7500;1.000;0;0;01.10.2016;Glühlampen, Leuchtstoffröhren;3.752.122;7.0000;1.000;0;;;zeitPos=1|sortNr=15;7.7500;1.000;0;;;;;;
0;16025;5214;2;7.3000;4.000;1;0;01.11.2016;Batterien;3.494.130;7.0000;4.000;0;;;zeitPos=1|sortNr=17;8.9000;4.000;0;;;;;;
0;16025;5214;3;7.3000;4.000;1;0;01.11.2016;Batterien;3.494.131;7.0000;4.000;0;;;zeitPos=1|sortNr=18;8.9000;4.000;0;;;;;;
0;16391;4012;2;15.9000;0.750;0;0;01.12.2014;Farben;;11.5000;0.750;0;;;zeitPos=1|sortNr=11;15.9000;0.750;0;;;;;;
0;16391;4012;5;10.9500;0.370;0;0;01.01.2015;Farben;;9.5000;0.375;0;;;zeitPos=1|sortNr=17;10.9500;0.370;0;;;;;;
0;16391;4012;7;18.9000;5.000;0;0;01.07.2014;Farben;;16.9000;5.000;0;;;zeitPos=1|sortNr=18;18.9000;5.000;0;;;;;;
0;16391;4013;3;10.0000;1.000;0;0;01.03.2007;Holzprodukte und Wandverkleidung;;9.9000;1.000;0;;;zeitPos=1|sortNr=19;10.0000;1.000;0;;;;;;
0;16391;4013;4;9.7000;1.000;0;0;01.09.2009;Holzprodukte und Wandverkleidung;;10.5000;1.000;0;;;zeitPos=1|sortNr=20;9.7000;1.000;0;;;;;;
0;16391;4013;5;10.2500;1.000;0;0;01.03.2015;Holzprodukte und Wandverkleidung;;10.2500;1.000;0;;;zeitPos=1|sortNr=16;10.2500;1.000;0;;;;;;
0;16391;4014;1;35.9000;1.000;0;0;01.01.2012;Sanitärartikel;;29.0000;1.000;0;;;zeitPos=1|sortNr=21;35.9000;1.000;0;;;;;;
0;16391;4014;5;250.0000;1.000;0;0;01.11.2014;Sanitärartikel;;201.0000;1.000;0;;;zeitPos=1|sortNr=24;250.0000;1.000;0;;;;;;
0;16391;4014;6;70.9000;1.000;0;0;01.03.2016;Sanitärartikel;;70.9000;1.000;0;;;zeitPos=1|sortNr=22;70.9000;1.000;0;;;;;;
0;16391;4016;5;4.5000;1.500;0;0;01.12.2009;Zement, Gips und Verputzmittel;;4.0000;1.500;0;;;zeitPos=1|sortNr=26;4.5000;1.500;0;;;;;;
0;16391;4016;6;7.9500;3.000;0;0;01.03.2015;Zement, Gips und Verputzmittel;;7.9500;3.000;0;;;zeitPos=1|sortNr=25;7.9500;3.000;0;;;;;;
0;16391;4016;7;6.9500;1.000;0;0;01.03.2016;Zement, Gips und Verputzmittel;;6.9500;1.000;0;;;zeitPos=1|sortNr=27;6.9500;1.000;0;;;;;;
0;16391;4017;2;11.5000;1.000;0;0;01.07.2009;Verbund- und Klebestoffe;;8.3000;1.000;0;;;zeitPos=1|sortNr=28;11.5000;1.000;0;;;;;;
0;16391;4017;4;10.9000;1.000;0;0;01.09.2007;Verbund- und Klebestoffe;;10.5000;1.000;0;;;zeitPos=1|sortNr=30;10.9000;1.000;0;;;;;;
0;16391;4017;5;6.9000;0.450;0;0;01.01.2011;Verbund- und Klebestoffe;;5.9000;0.450;0;;;zeitPos=1|sortNr=31;6.9000;0.450;0;;;;;;
0;16391;4117;1;17.5000;25.000;0;0;01.12.2015;Holzscheite (in kg);;17.5000;25.000;0;;;zeitPos=1|sortNr=12;17.5000;25.000;0;;;;;;
0;16391;4117;2;10.9500;15.000;0;0;01.12.2015;Holzscheite (in kg);;10.9500;15.000;0;;;zeitPos=1|sortNr=13;10.9500;15.000;0;;;;;;
0;16391;4117;3;7.9500;12.000;0;0;01.02.2016;Holzscheite (in kg);;8.5000;12.000;0;;;zeitPos=1|sortNr=14;7.9500;12.000;0;;;;;;
0;16391;4117;4;7.9500;12.000;0;0;01.02.2016;Holzscheite (in kg);;8.9500;12.000;0;;;zeitPos=1|sortNr=15;7.9500;12.000;0;;;;;;
0;16391;5183;7;80.9000;1.000;0;0;01.02.2016;Elektrische Schlagbohrmaschinen;;100.9000;1.000;0;;;zeitPos=1|sortNr=29;80.9000;1.000;0;BOSCH;500 Watt;;;;
0;16391;5183;8;110.0000;1.000;0;0;01.01.2016;Elektrische Schlagbohrmaschinen;;120.0000;1.000;0;;;zeitPos=1|sortNr=32;110.0000;1.000;0;LUX;1050 Watt;;;;
0;16391;5185;5;180.0000;1.000;0;0;01.01.2016;Elektrischer Schleifer;;200.0000;1.000;0;;;zeitPos=1|sortNr=33;180.0000;1.000;0;BOSCH;710 Watt;Bandschleifer;;;
0;16391;5185;6;50.9000;1.000;0;0;01.03.2016;Elektrischer Schleifer;;50.9000;1.000;0;;;zeitPos=1|sortNr=34;50.9000;1.000;0;LUY;300;SCHWINGSCHLEIFER;;;
0;16391;5186;6;90.9000;1.000;0;0;01.01.2016;Stichsäge und Handkreissäge;;160.0000;1.000;0;;;zeitPos=1|sortNr=37;90.9000;1.000;0;BOSCH;530 W;Stichsäge;;;
0;16391;5186;7;40.9000;1.000;0;0;01.04.2015;Stichsäge und Handkreissäge;;40.9000;1.000;0;;;zeitPos=1|sortNr=36;40.9000;1.000;0;D+G;750 W;Stichsåge;;;
0;16391;5187;1;170.0000;1.000;0;0;01.06.2015;Akkuschrauber;;176.0000;1.000;0;;;zeitPos=1|sortNr=38;170.0000;1.000;0;BOSCH;Akkuspannung 14,4 V;;;;
0;16391;5187;4;150.0000;1.000;0;0;01.01.2016;Akkuschrauber;;229.0000;1.000;0;;;zeitPos=1|sortNr=39;150.0000;1.000;0;BOSCH;Akkuspannung 10,8 V;;;;
0;16391;5188;1;460.0000;1.000;0;0;01.02.2016;Motor-Rasenmäher;;557.0000;1.000;0;;;zeitPos=1|sortNr=40;460.0000;1.000;0;MIGROGARDEN;Benzin Rasenmåher;;;;
0;16391;5188;9;620.0000;1.000;0;0;01.09.2016;Motor-Rasenmäher;;970.0000;1.000;0;;;zeitPos=1|sortNr=41;620.0000;1.000;0;BOSCH;elektrisch;;;;
0;16391;5189;5;120.0000;1.000;0;0;01.06.2016;Elektrische Garten- und Heckenscheren;;180.0000;1.000;0;;;zeitPos=1|sortNr=42;120.0000;1.000;0;BOSCH;ASB 10,8 Li;;;;
0;16391;5189;6;130.0000;1.000;0;0;01.07.2016;Elektrische Garten- und Heckenscheren;;160.0000;1.000;0;;;zeitPos=1|sortNr=43;130.0000;1.000;0;BOSCH;AHS 600;;;;
0;16391;5192;4;160.0000;1.000;0;0;01.02.2015;Winkelschleifer;;160.0000;1.000;0;;;zeitPos=1|sortNr=35;160.0000;1.000;0;BOSCH;1000 Watt;;;;
0;16391;5202;7;16.9000;1.000;0;0;01.10.2014;Handwerkzeug;;14.9000;1.000;0;;;zeitPos=1|sortNr=44;16.9000;1.000;0;;;;;;
0;16391;5202;8;12.9000;1.000;0;0;01.10.2014;Handwerkzeug;;12.9000;1.000;0;;;zeitPos=1|sortNr=45;12.9000;1.000;0;;;;;;
0;16391;5202;9;15.9500;1.000;0;0;01.03.2016;Handwerkzeug;;15.9500;1.000;0;;;zeitPos=1|sortNr=4;15.9500;1.000;0;;;;;;
0;16391;5202;10;13.9500;1.000;0;0;01.03.2016;Handwerkzeug;;13.9500;1.000;0;;;zeitPos=1|sortNr=3;13.9500;1.000;0;;;;;;
0;16391;5203;3;50.9000;1.000;0;0;01.09.2016;Gartenwerkzeug;;43.9000;1.000;0;;;zeitPos=1|sortNr=49;50.9000;1.000;0;;;;;;
0;16391;5203;4;30.9000;1.000;0;0;01.10.2015;Gartenwerkzeug;;30.9000;1.000;0;;;zeitPos=1|sortNr=46;30.9000;1.000;0;;;;;;
0;16391;5203;5;28.9000;1.000;0;0;01.03.2016;Gartenwerkzeug;;28.9000;1.000;0;;;zeitPos=1|sortNr=47;28.9000;1.000;0;;;;;;
0;16391;5203;6;25.9000;1.000;0;0;01.11.2016;Gartenwerkzeug;;25.0000;1.000;0;;;zeitPos=1|sortNr=48;25.9000;1.000;0;;;;;;
0;16391;5204;1;58.9000;1.000;0;0;01.03.2016;Gartenbewässerungszubehör;;58.9000;1.000;0;;;zeitPos=1|sortNr=2;58.9000;1.000;0;;;;;;
0;16391;5204;2;116.0000;1.000;0;0;01.09.2016;Gartenbewässerungszubehör;;110.0000;1.000;0;;;zeitPos=1|sortNr=1;116.0000;1.000;0;;;;;;
0;16391;5204;3;9.7500;1.000;0;0;01.03.2016;Gartenbewässerungszubehör;;9.7500;1.000;0;;;zeitPos=1|sortNr=5;9.7500;1.000;0;;;;;;
0;16391;5204;5;30.9000;1.000;0;0;01.08.2016;Gartenbewässerungszubehör;;30.9000;1.000;0;;;zeitPos=1|sortNr=6;30.9000;1.000;0;;;;;;
0;16391;5211;2;23.9000;1.000;0;0;01.07.2011;Verlängerungskabel und Steckdosenleiste;;22.0000;1.000;0;;;zeitPos=1|sortNr=50;23.9000;1.000;0;;;;;;
0;16391;5211;3;35.9000;1.000;0;0;01.10.2015;Verlängerungskabel und Steckdosenleiste;;21.0000;1.000;0;;;zeitPos=1|sortNr=51;35.9000;1.000;0;;;;;;
0;16391;5212;6;25.9000;1.000;0;0;01.06.2014;Taschen- und Handlampen;;30.5000;1.000;0;;;zeitPos=1|sortNr=52;25.9000;1.000;0;;;;;;
0;16391;5212;7;10.9500;1.000;0;0;01.06.2014;Taschen- und Handlampen;;10.9500;1.000;0;;;zeitPos=1|sortNr=53;10.9500;1.000;0;;;;;;
0;16391;5213;4;8.5000;1.000;0;0;01.11.2014;Glühlampen, Leuchtstoffröhren;;8.5000;1.000;0;;;zeitPos=1|sortNr=54;8.5000;1.000;0;;;;;;
0;16391;5213;5;9.9000;1.000;0;0;01.10.2009;Glühlampen, Leuchtstoffröhren;;9.5000;1.000;0;;;zeitPos=1|sortNr=55;9.9000;1.000;0;;;;;;
0;16391;5215;4;5.5000;1.000;0;0;01.04.2014;Eisenwaren fürs Haus;;6.4000;1.000;0;;;zeitPos=1|sortNr=56;5.5000;1.000;0;;;;;;
0;16391;5215;11;6.2500;1.000;0;0;01.12.2014;Eisenwaren fürs Haus;;6.2500;1.000;0;;;zeitPos=1|sortNr=57;6.2500;1.000;0;;;;;;
0;16391;5217;3;53.0000;1.000;0;0;01.09.2009;Badzubehör;;47.0000;1.000;0;;;zeitPos=1|sortNr=23;53.0000;1.000;0;;;;;;
0;16391;9317;1;23.9000;1.000;0;0;01.02.2016;Orchideen;;23.9000;1.000;0;;;zeitPos=1|sortNr=7;23.9000;1.000;0;;;;;;
0;16391;9371;1;9.9500;1.000;0;0;01.02.2016;Pflanzengefässe und -töpfe;;9.9500;1.000;0;;;zeitPos=1|sortNr=10;9.9500;1.000;0;;;;;;
0;16391;9372;1;5.2500;20.000;0;0;01.02.2016;Pflanzen- und Gartenerde;;5.2500;20.000;0;;;zeitPos=1|sortNr=9;5.2500;20.000;0;;;;;;
0;16391;9373;1;5.5000;500.000;0;0;01.02.2016;Dünger (in ml);;5.5000;500.000;0;;;zeitPos=1|sortNr=8;5.5000;500.000;0;;;;;;
0;16395;5102;6;700.0000;1.000;0;0;01.10.2016;Kühlschrank;;900.0000;1.000;0;R;;zeitPos=1|sortNr=3;700.0000;1.000;0;Mio Star;VE 284 A++;284 l;freistehend;;
0;16395;5102;9;299.0000;1.000;0;0;01.08.2016;Kühlschrank;;299.0000;1.000;0;R;;zeitPos=1|sortNr=2;299.0000;1.000;0;Durabase;BS 103;97 l;freistehend;;
0;16395;5103;8;1000.0000;1.000;1;0;01.11.2016;Gefriergerät;;1200.0000;1.000;0;;;zeitPos=1|sortNr=6;1200.0000;1.000;0;Siemens;GS29NVW30;195 l;freistehend;;
0;16395;5103;12;399.0000;1.000;0;0;01.08.2016;Gefriergerät;;399.0000;1.000;0;;;zeitPos=1|sortNr=10;399.0000;1.000;0;Mio Star;MTG 95;86 l;freistehend;;
0;16395;5103;13;2000.0000;1.000;0;0;01.05.2016;Gefriergerät;;2000.0000;1.000;0;;;zeitPos=1|sortNr=8;2000.0000;1.000;0;Samsung;RS 7568THCSR;532L;Freistehend;;
0;16395;5103;14;1000.0000;1.000;0;0;01.11.2016;Gefriergerät;;1000.0000;1.000;0;;;zeitPos=1|sortNr=7;1000.0000;1.000;0;SIEMENS;GS29NVW30;195L;Freistehend;;
0;16395;5104;1;1200.0000;1.000;0;0;01.04.2016;Waschmaschine;;1000.0000;1.000;0;;;zeitPos=1|sortNr=11;1200.0000;1.000;0;Samsung;WW80H7600EW A+++;8 kg;;;
0;16395;5104;13;500.0000;1.000;0;0;01.05.2016;Waschmaschine;;500.0000;1.000;0;R;;zeitPos=1|sortNr=12;500.0000;1.000;0;SAMSUNG;WW70Y3483KW/WS;7 kg;;;
0;16395;5104;16;800.0000;1.000;0;0;01.10.2016;Waschmaschine;;1000.0000;1.000;0;;;zeitPos=1|sortNr=13;800.0000;1.000;0;SAMSUNG;WW80K5400WW-WS;8 kg;;;
0;16395;5105;1;1300.0000;1.000;0;0;01.10.2016;Wäschetrockner;;1499.0000;1.000;0;;;zeitPos=1|sortNr=14;1300.0000;1.000;0;Siemens;WT44W161CH iQ500;7 kg;;;
0;16395;5105;2;1200.0000;1.000;0;0;01.10.2016;Wäschetrockner;;1200.0000;1.000;0;;;zeitPos=1|sortNr=18;1200.0000;1.000;0;SAMSUNG;DV70F5E0HGW/WS A++;7 kg;;;
0;16395;5105;3;1400.0000;1.000;0;0;01.10.2016;Wäschetrockner;;1400.0000;1.000;0;;;zeitPos=1|sortNr=17;1400.0000;1.000;0;Samsung;DV80H8100HW/WS;8 kg;;;
0;16395;5108;10;2000.0000;1.000;0;0;01.08.2015;Kühlschrank/Gefriergerät - Kombigerät;;2000.0000;1.000;0;;;zeitPos=1|sortNr=5;2000.0000;1.000;0;Samsung;RS7568TACR/WS;361 l;freistehend;;
0;16395;5108;11;696.0000;1.000;0;0;01.09.2016;Kühlschrank/Gefriergerät - Kombigerät;;900.0000;1.000;0;;;zeitPos=1|sortNr=4;696.0000;1.000;0;LG;LG GBB539 PZCPS;318 l;freistehend;;
0;16395;5108;12;900.0000;1.000;0;0;01.09.2016;Kühlschrank/Gefriergerät - Kombigerät;;900.0000;1.000;0;;;zeitPos=1|sortNr=9;900.0000;1.000;0;SAMSUNG;RB3000;206/98 L;freistehend;;
0;16395;5121;1;149.0000;1.000;0;0;01.08.2016;Kaffeemaschine;;301.0000;1.000;0;;;zeitPos=1|sortNr=30;149.0000;1.000;0;NESPRESSO;PIXE Aluminium Kõnig;;;;
0;16395;5121;3;1000.0000;1.000;0;0;01.11.2016;Kaffeemaschine;;999.0000;1.000;0;;;zeitPos=1|sortNr=15;1000.0000;1.000;0;De Longhi;ETAM 29.660.SB;;;;
0;16395;5121;4;700.0000;1.000;0;0;01.04.2016;Kaffeemaschine;;700.0000;1.000;0;;;zeitPos=1|sortNr=19;700.0000;1.000;0;Saeco Minuto;HD8763/01;;;;
0;16395;5121;5;996.0000;1.000;0;0;01.09.2016;Kaffeemaschine;;1190.0000;1.000;0;;;zeitPos=1|sortNr=20;996.0000;1.000;0;JURA;IMPRESSA F7;;;;
0;16395;5122;12;60.9000;1.000;0;0;01.05.2015;Mikrowelle;;60.9000;1.000;0;;;zeitPos=1|sortNr=21;60.9000;1.000;0;Durabase;700 W;freistehend;;;
0;16395;5122;13;150.0000;1.000;1;0;01.11.2016;Mikrowelle;;170.0000;1.000;0;;;zeitPos=1|sortNr=22;170.0000;1.000;0;Kõnig  / Artnr. 7174.428.00000;800 W;freistehend;;;
0;16395;5122;14;100.8000;1.000;0;0;01.08.2016;Mikrowelle;;100.8000;1.000;0;;;zeitPos=1|sortNr=23;100.8000;1.000;0;Mio Star  / Art. Nr. 7174.325;700 W;freistehend;;;
0;16395;5122;16;149.0000;1.000;0;0;01.11.2016;Mikrowelle;;149.0000;1.000;0;;;zeitPos=1|sortNr=24;149.0000;1.000;0;MIO STAR;800 W;FREISTEHEND;;;
0;16395;5124;5;100.8000;1.000;0;0;01.07.2016;Tisch- und Raclettegrill;;100.9000;1.000;0;;;zeitPos=1|sortNr=25;100.8000;1.000;0;Mio Star Art. Nr. / 7173.349;8;;;;
0;16395;5124;8;150.0000;1.000;0;0;01.07.2016;Tisch- und Raclettegrill;;150.0000;1.000;0;;;zeitPos=1|sortNr=26;150.0000;1.000;0;Nouvel Deluxe;6+2;;;;
0;16395;5124;9;100.8000;1.000;0;0;01.07.2016;Tisch- und Raclettegrill;;100.8000;1.000;0;;;zeitPos=1|sortNr=27;100.8000;1.000;0;MIO STAR;4;;;;
0;16395;5125;9;250.0000;1.000;0;0;01.10.2016;Dampfbügelstation;;250.0000;1.000;0;;;zeitPos=1|sortNr=29;250.0000;1.000;0;Philips;5 bar;;;;
0;16395;5125;14;350.0000;1.000;0;0;01.09.2016;Dampfbügelstation;;350.0000;1.000;0;;;zeitPos=1|sortNr=1;350.0000;1.000;0;PHILIPS;6,5;;;;
0;16395;5125;15;226.0000;1.000;0;0;01.10.2016;Dampfbügelstation;;226.0000;1.000;0;;;zeitPos=1|sortNr=28;226.0000;1.000;0;BRAUN CARESTYLE  5 IS5043;6 bar;;;;
0;16395;5127;3;40.8000;1.000;0;0;01.09.2016;Heizapparate;;30.9000;1.000;0;;;zeitPos=1|sortNr=36;40.8000;1.000;0;MIO STAR;1200 W;;;;
0;16395;5127;5;70.8000;1.000;0;0;01.01.2014;Heizapparate;;70.8000;1.000;0;;;zeitPos=1|sortNr=47;70.8000;1.000;0;MIO STAR;2000 W;;;;
0;16395;5127;6;70.0000;1.000;0;0;01.03.2016;Heizapparate;;70.0000;1.000;0;;;zeitPos=1|sortNr=38;70.0000;1.000;0;MIO STAR;2000 W;;;;
0;16395;5129;5;120.0000;1.000;0;0;01.11.2016;Luftbefeuchter;;149.0000;1.000;0;;Preisabschlag Gruss GT;zeitPos=1|sortNr=58;120.0000;1.000;0;PHILIPS;15 W;;;;
0;16395;5129;6;170.0000;1.000;0;0;01.03.2016;Luftbefeuchter;;170.0000;1.000;0;;;zeitPos=1|sortNr=55;170.0000;1.000;0;SOLIS;35;;;;
0;16395;5129;7;80.8000;1.000;0;0;01.03.2016;Luftbefeuchter;;80.8000;1.000;0;;;zeitPos=1|sortNr=53;80.8000;1.000;0;STYLIES;18 W;;;;
0;16395;5131;13;200.0000;1.000;0;0;01.11.2016;Staubsauger;;200.0000;1.000;0;;;zeitPos=1|sortNr=31;200.0000;1.000;0;Mio Star;700;ohne Beutel;;;
0;16395;5131;14;300.0000;1.000;0;0;01.10.2016;Staubsauger;;350.0000;1.000;0;;;zeitPos=1|sortNr=32;300.0000;1.000;0;PHILIPS;650;mit Beutel;;;
0;16395;5131;15;250.0000;1.000;0;0;01.08.2016;Staubsauger;;250.0000;1.000;0;;;zeitPos=1|sortNr=33;250.0000;1.000;0;MIO STAR;750;mit;;;
0;16395;5131;16;250.0000;1.000;1;0;01.11.2016;Staubsauger;;399.0000;1.000;0;;;zeitPos=1|sortNr=34;399.0000;1.000;0;Electrolux;800W;mit Beutel;;;
0;16395;5132;1;1199.0000;1.000;0;0;01.06.2016;Multifunktions-Küchenmaschine;;1199.0000;1.000;0;;;zeitPos=1|sortNr=45;1199.0000;1.000;0;Kenwood;Gleizeitiges Ruhren und Kochen;;;;
0;16395;5132;7;700.0000;1.000;0;0;01.07.2016;Multifunktions-Küchenmaschine;;800.0000;1.000;0;;;zeitPos=1|sortNr=48;700.0000;1.000;0;KENWOOD;Kuchenmaschine;;;;
0;16395;5132;8;199.0000;1.000;0;0;01.02.2016;Multifunktions-Küchenmaschine;;199.0000;1.000;0;;;zeitPos=1|sortNr=46;199.0000;1.000;0;MIO/STAR;Mixer, Blender;;;;
0;16395;5133;1;40.8000;1.000;0;0;01.06.2015;Toaster;;61.0000;1.000;0;;;zeitPos=1|sortNr=35;40.8000;1.000;0;;;;;;
0;16395;5133;2;90.9000;1.000;0;0;01.09.2016;Toaster;;100.9000;1.000;0;;;zeitPos=1|sortNr=37;90.9000;1.000;0;;;;;;
0;16395;5133;3;45.9000;1.000;0;0;01.10.2016;Toaster;;50.9000;1.000;0;;;zeitPos=1|sortNr=39;45.9000;1.000;0;;;;;;
0;16395;5134;1;50.8000;1.000;0;0;01.12.2015;Wasserkocher;;50.8000;1.000;0;;;zeitPos=1|sortNr=63;50.8000;1.000;0;;;;;;
0;16395;5134;2;72.9000;1.000;1;0;01.11.2016;Wasserkocher;;100.9000;1.000;0;;;zeitPos=1|sortNr=62;90.9000;1.000;0;;;;;;
0;16395;5134;3;40.8000;1.000;0;0;01.11.2016;Wasserkocher;;50.8000;1.000;0;;;zeitPos=1|sortNr=64;40.8000;1.000;0;;;;;;
0;16395;5214;7;10.9500;12.000;0;0;01.12.2010;Batterien;;10.9500;12.000;0;;;zeitPos=1|sortNr=61;10.9500;12.000;0;;;;;;
0;16395;5214;8;8.9500;1.000;0;0;01.05.2015;Batterien;;8.9500;1.000;0;;;zeitPos=1|sortNr=60;8.9500;1.000;0;;;;;;
0;16395;12151;6;270.0000;1.000;0;0;01.02.2016;Rasierapparat;;250.0000;1.000;0;;;zeitPos=1|sortNr=49;270.0000;1.000;0;;;;;;
0;16395;12151;7;240.0000;1.000;0;0;01.08.2016;Rasierapparat;;299.0000;1.000;0;;;zeitPos=1|sortNr=40;240.0000;1.000;0;;;;;;
0;16395;12151;8;350.0000;1.000;0;0;01.08.2016;Rasierapparat;;349.0000;1.000;0;;;zeitPos=1|sortNr=41;350.0000;1.000;0;;;;;;
0;16395;12152;1;40.8000;1.000;0;0;01.11.2015;Haartrockner (Föhn);;41.0000;1.000;0;;;zeitPos=1|sortNr=50;40.8000;1.000;0;;;;;;
0;16395;12152;3;60.8000;1.000;0;0;01.06.2016;Haartrockner (Föhn);;66.0000;1.000;0;;;zeitPos=1|sortNr=51;60.8000;1.000;0;;;;;;
0;16395;12152;4;95.8000;1.000;0;0;01.07.2016;Haartrockner (Föhn);;95.8000;1.000;0;;;zeitPos=1|sortNr=52;95.8000;1.000;0;;;;;;
0;16395;12153;3;180.0000;1.000;0;0;01.04.2016;Zahnbürste, elektrisch;;150.0000;1.000;0;;;zeitPos=1|sortNr=54;180.0000;1.000;0;;;;;;
0;16395;12153;4;180.0000;1.000;0;0;01.04.2016;Zahnbürste, elektrisch;;230.0000;1.000;0;;;zeitPos=1|sortNr=56;180.0000;1.000;0;;;;;;
0;16395;12153;5;140.0000;1.000;0;0;01.03.2016;Zahnbürste, elektrisch;;140.0000;1.000;0;;;zeitPos=1|sortNr=57;140.0000;1.000;0;;;;;;
0;16395;12155;6;150.0000;1.000;0;0;01.11.2016;Epiliergerät;;170.0000;1.000;0;;;zeitPos=1|sortNr=44;150.0000;1.000;0;;;;;;
0;16395;12155;7;70.8000;1.000;0;0;01.05.2016;Epiliergerät;;90.8000;1.000;0;;;zeitPos=1|sortNr=59;70.8000;1.000;0;;;;;;
0;16395;12156;1;80.8000;1.000;0;0;01.03.2016;Haarschneider;;80.8000;1.000;0;;;zeitPos=1|sortNr=43;80.8000;1.000;0;;;;;;
0;16395;12156;2;70.8000;1.000;0;0;01.06.2016;Haarschneider;;60.8000;1.000;0;;;zeitPos=1|sortNr=42;70.8000;1.000;0;;;;;;
0;16396;5072;4;300.0000;1.000;0;0;01.11.2014;Duvets, federgefüllt;;451.0000;1.000;0;;;zeitPos=1|sortNr=28;300.0000;1.000;0;;;;;;
0;16396;5072;6;150.0000;1.000;0;0;01.01.2016;Duvets, federgefüllt;;150.0000;1.000;0;R;;zeitPos=1|sortNr=29;150.0000;1.000;0;;;;;;
0;16396;5073;7;45.9000;1.000;0;0;01.11.2014;Bettdecken mit anderer Füllung;;60.0000;1.000;0;;;zeitPos=1|sortNr=31;45.9000;1.000;0;;;;;;
0;16396;5073;8;100.9000;1.000;0;0;01.11.2015;Bettdecken mit anderer Füllung;;100.9000;1.000;0;;;zeitPos=1|sortNr=32;100.9000;1.000;0;;;;;;
0;16396;5074;3;100.8000;1.000;0;0;01.10.2016;Pfulmen / Kissen;;76.0000;1.000;0;;;zeitPos=1|sortNr=36;100.8000;1.000;0;;;;;;
0;16396;5074;6;65.9000;1.000;0;0;01.01.2016;Pfulmen / Kissen;;65.9000;1.000;0;;;zeitPos=1|sortNr=37;65.9000;1.000;0;;;;;;
0;16396;5076;1;30.9000;1.000;0;0;01.11.2015;Fix-Leintuch;;24.0000;1.000;0;;;zeitPos=1|sortNr=41;30.9000;1.000;0;;;;;;
0;16396;5076;2;40.9000;1.000;0;0;01.11.2015;Fix-Leintuch;;21.0000;1.000;0;;;zeitPos=1|sortNr=44;40.9000;1.000;0;;;;;;
0;16396;5077;1;60.0000;1.000;0;0;01.11.2015;Decken-Anzug;;61.0000;1.000;0;;;zeitPos=1|sortNr=47;60.0000;1.000;0;;;;;;
